time,seconds_elapsed,z,y,x
1700823729082996000,0.249995849609375,-0.07269296050071716,-0.46364670991897583,0.5448917746543884
1700823729092927000,0.259927001953125,-0.05192354694008827,-0.5858197808265686,0.34208452701568604
1700823729102929000,0.269928955078125,-0.07147123664617538,-0.6047565937042236,0.12828169763088226
1700823729112997000,0.2799970703125,-0.11911872029304504,-0.5204572081565857,-0.060475658625364304
1700823729122965000,0.289965087890625,-0.17287486791610718,-0.40622538328170776,-0.20402899384498596
1700823729133038000,0.3000380859375,-0.23090706765651703,-0.3549126982688904,-0.2791654169559479
1700823729142947000,0.309947021484375,-0.24434609711170197,-0.31031954288482666,-0.28466320037841797
1700823729153102000,0.32010205078125,-0.20525072515010834,-0.2541199326515198,-0.24190263450145721
1700823729163343000,0.330343017578125,-0.18570303916931152,-0.16310101747512817,-0.1514945775270462
1700823729173091000,0.340091064453125,-0.21074850857257843,-0.1417207419872284,-0.013439035043120384
1700823729183182000,0.35018212890625,-0.25473082065582275,-0.18448130786418915,0.12522737681865692
1700823729193162000,0.360161865234375,-0.29077184200286865,-0.2064724564552307,0.20097467303276062
1700823729203148000,0.37014794921875,-0.2675589919090271,-0.2626720666885376,0.24556782841682434
1700823729213059000,0.38005908203125,-0.18509216606616974,-0.2535090744495392,0.2871066629886627
1700823729223034000,0.3900341796875,-0.16371189057826996,-0.2638937830924988,0.32986724376678467
1700823729232973000,0.39997314453125,-0.29993483424186707,-0.1062905490398407,0.38240164518356323
1700823729242988000,0.409988037109375,-0.40194934606552124,-0.06291911751031876,0.33719760179519653
1700823729252936000,0.41993603515625,-0.46731191873550415,-0.01710422709584236,0.26633724570274353
1700823729263180000,0.430179931640625,-0.46731191873550415,0.05742133408784866,0.21624629199504852
1700823729272986000,0.439986083984375,-0.4196644127368927,0.11972958594560623,0.19608774781227112
1700823729282970000,0.44997021484375,-0.36529740691185,0.16432274878025055,0.21074850857257843
1700823729293155000,0.460155029296875,-0.3292563557624817,0.1667662113904953,0.2480112910270691
1700823729303026000,0.47002587890625,-0.29993483424186707,0.11239920556545258,0.27977627515792847
1700823729313011000,0.480010986328125,-0.2822197377681732,0.007941247895359993,0.28099802136421204
1700823729323113000,0.490113037109375,-0.26633724570274353,-0.11056660860776901,0.21013765037059784
1700823729333142000,0.50014208984375,-0.24862214922904968,-0.2015855312347412,0.09407325088977814
1700823729342954000,0.5099541015625,-0.2541199326515198,-0.20402899384498596,0.009162978269159794
1700823729353314000,0.52031396484375,-0.23335053026676178,-0.1508837193250656,-0.006719517521560192
1700823729362958000,0.5299580078125,-0.19486601650714874,-0.1569923609495163,0.02015855349600315
1700823729372964000,0.539964111328125,-0.14782938361167908,-0.20341812074184418,0.07452555745840073
1700823729382970000,0.54997021484375,-0.10201449692249298,-0.22113321721553802,0.17837265133857727
1700823729392945000,0.55994482421875,-0.06291911751031876,-0.1258382350206375,0.34086281061172485
1700823729402971000,0.569970947265625,-0.024434609338641167,0.04459316283464432,0.5369505286216736
1700823729413142000,0.58014208984375,0.02932153269648552,0.10751228034496307,0.6762278079986572
1700823729422977000,0.58997705078125,0.07208210229873657,-0.0959058403968811,0.6701191663742065
1700823729432946000,0.59994580078125,0.1258382350206375,-0.3878994286060333,0.5485569834709167
1700823729442937000,0.60993701171875,0.2321287989616394,-0.5283984541893005,0.38667771220207214
1700823729452921000,0.619921142578125,0.3219259977340698,-0.5180137157440186,0.21868975460529327
1700823729462934000,0.62993408203125,0.32498031854629517,-0.46303585171699524,0.06291911751031876
1700823729472955000,0.639954833984375,0.24068090319633484,-0.42638394236564636,-0.045204028487205505
1700823729482991000,0.6499912109375,0.14844025671482086,-0.3604104816913605,-0.04703662544488907
1700823729492935000,0.659934814453125,0.10567969083786011,-0.3029891550540924,0.039095375686883926
1700823729502922000,0.669921875,0.11484266817569733,-0.26022860407829285,0.12950342893600464
1700823729512953000,0.679953125,0.1508837193250656,-0.20891591906547546,0.15454891324043274
1700823729522891000,0.68989111328125,0.17043140530586243,-0.16554448008537292,0.1362229436635971
1700823729532943000,0.699943115234375,0.1319468915462494,-0.1771509200334549,0.1270599663257599
1700823729542917000,0.709917236328125,-0.08124507963657379,-0.23640485107898712,0.21563543379306793
1700823729553043000,0.72004296875,-0.18387043476104736,-0.39767327904701233,0.29016098380088806
1700823729562963000,0.729962890625,-0.27488934993743896,-0.41172316670417786,0.35552358627319336
1700823729572901000,0.739901123046875,-0.3280346393585205,-0.37568211555480957,0.38667771220207214
1700823729583078000,0.750077880859375,-0.29993483424186707,-0.22357667982578278,0.3536909818649292
1700823729592962000,0.759962158203125,-0.1875356286764145,0.009773843921720982,0.2736676335334778
1700823729602926000,0.769926025390625,-0.04092797264456749,0.16554448008537292,0.17959438264369965
1700823729613195000,0.780195068359375,0.09346238523721695,0.2724458873271942,0.15393804013729095
1700823729623013000,0.79001318359375,0.12217304855585098,0.32986724376678467,0.24556782841682434
1700823729632978000,0.79997802734375,0.036041051149368286,0.3439171314239502,0.4288274049758911
1700823729642918000,0.80991796875,-0.08979719132184982,0.2565633952617645,0.6572909951210022
1700823729652980000,0.81997998046875,-0.2015855312347412,0.09346238523721695,0.8448266386985779
1700823729663031000,0.830031005859375,-0.252287358045578,-0.045204028487205505,0.9346238374710083
1700823729672981000,0.83998095703125,-0.24923302233219147,-0.17104226350784302,0.9297369122505188
1700823729682958000,0.8499580078125,-0.20402899384498596,-0.2877175211906433,0.8717046976089478
1700823729692923000,0.8599228515625,-0.11178833991289139,-0.33047810196876526,0.788016140460968
