version,device name,recording epoch time,recording time,recording timezone,platform,appVersion,device id,sensors,sampleRateMs
3,SM-A405FN,1699090656504,2023-11-04_09-37-36,Europe/Zurich,android,1.18.1,a768d033-1c49-4d97-9242-8a9f2f78ff74,Accelerometer|Gravity|Gyroscope|Annotation|TotalAcceleration|GyroscopeUncalibrated|AccelerometerUncalibrated,0|0|0||0|0|0
